Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Tags,days_since_review,lat,lng,Reviewer_Score
Keizersgracht 164 Amsterdam City Center 1015 CZ Amsterdam Netherlands,197,1/23/2017,9.4,The Toren, United Kingdom ,No Negative,0,948, Amazing place The staff is really dedicated and helpful location by the canal could not be better very enjoyable stay Delicious breakfast Decoration tasteful and classy We will certainly come back ,33,1,"[' Leisure trip ', ' Couple ', ' Small Double Room Annex building ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",192 day,52.3758754,4.8859642,High_Reviewer_Score
2 Whitehall Court Westminster Borough London SW1A 2EJ United Kingdom,475,9/8/2015,8.9,The Royal Horseguards, United Kingdom , There is nothing we didn t love ,9,2007, Amazing service immaculate place best hotel ever stayed in pure luxury worth every penny and the breakfast was out of this world ,24,15,"[' Leisure trip ', ' Family with older children ', ' Deluxe Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",695 day,51.5054185,-0.1241499,High_Reviewer_Score
IJdock 6 Amsterdam City Center 1013 MM Amsterdam Netherlands,550,1/21/2016,8.8,Room Mate Aitana, Lithuania ,No Negative,0,4097, The room was big and the beds were very comfy The staff was friendly and ready to help you at any time Good location and nice view from the window ,32,3,"[' Business trip ', ' Group ', ' Queen or Two Double Beds Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",560 day,52.3846059,4.8941866,High_Reviewer_Score
Viale Monza 132 Distretto Viale Monza 20127 Milan Italy,53,4/24/2017,8.1,Best Western Antares Hotel Concorde, United Kingdom , The restaurant is closed at the weekend Didn t know this until we returned to get out bags and have lunch before traveling home A shame The room temperature was wayy too hot Couldn t work adjust the aircon heater ,42,984, Perfect location 5 mins from Turro Metro station We were able to leave our cases there before checking in and after check out On the Red M1 line so fantastic access to the Duomo ,36,1,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",101 day,45.502453,9.2218364,High_Reviewer_Score
80 86 Belgrave Road Westminster Borough London SW1V 2BJ United Kingdom,391,3/6/2017,8.6,The Belgrave Hotel, United Kingdom , Very small room looking out on a brick wall Asked for a top floor room was given first floor People in room above stomping around at 6am for hours No soundproofing No storage space for clothes We have visited on previous occasions but this time not so good ,50,2685, Location,2,36,"[' Leisure trip ', ' Couple ', ' Compact Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",150 day,51.4901051,-0.1381355,Intermediate_Reviewer_Score
33 Rue Cambon 1st arr 75001 Paris France,117,8/10/2015,8.7,Castille Paris Starhotels Collezione, Saudi Arabia , woke up with a dog poop in front of my door and they didn t even bother to apologize unqualified concierge that still used a book to find a restaurant which i found in a minute using google,39,808, location,2,12,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",724 day,48.8682978,2.3268027,Low_Reviewer_Score
Stadhouderskade 7 Oud West 1054 ES Amsterdam Netherlands,241,6/15/2016,7.7,NH Amsterdam Centre, United Kingdom , Shower was ok could have been more powerful ,10,1574, Location was fab Staff friendly Room well equipped ,10,1,"[' Leisure trip ', ' Group ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",414 day,52.3630682,4.8794451,Intermediate_Reviewer_Score
53 Upper Street Islington London N1 0UY United Kingdom,429,11/9/2016,8.6,Hilton London Angel Islington, New Zealand ,No Negative,0,1462, Room was very quiet ,6,13,"[' Leisure trip ', ' Family with young children ', ' Twin Guest Room ', ' Stayed 3 nights ']",267 day,51.5360906,-0.1048176,High_Reviewer_Score
Plaza de Catalunya 19 Ciutat Vella 08002 Barcelona Spain,315,5/14/2017,9.3,Olivia Plaza Hotel, New Zealand , Nothing at all this hotel was perfect for our stay ,12,2757, The staff were fantastic very helpful The location was great you could not find a better location in Barcelona for the price Rooms were very comfortable and clean ,30,60,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",81 days,41.3861459,2.1711594,High_Reviewer_Score
41 43 Brook Street Westminster Borough London W1K 4HJ United Kingdom,71,10/20/2015,9.3,Claridge s, United Kingdom , Absolutely nothing to fault with one exception a room breakfast menu completed for a previous occupant left within one of the drawers which I threw away As this was the only fault a small one at that I couldn t mark the place down from Excellent ,48,293, The location of Claridge s is perfect for shoppers and high end seclusion alike From the friendly and professional staff who front the operation Concierge and Reception to those who served every whim I could imagine all were faultless in their one aim which was to ensure your stay was memorable for all of the right reasons Our recently redecorated room was beautiful and airy having Art Deco themes running throughout a classy affair The welcome plate of handmade chocolate treats for our Wedding Anniversary was a welcome addition the attention to detail that keeps establishments like Claridge s at the top of their game We chose to eat breakfast in the Restaurant the following morning and were not disappointed all of the staff made it seamless with delivery of quality food drink All in all Magic ,139,11,"[' Leisure trip ', ' Couple ', ' Superior King Room ', ' Stayed 1 night ']",653 day,51.5125035,-0.1477438,High_Reviewer_Score
3 Kingdom Street Sheldon Square Westminster Borough London W2 6BD United Kingdom,232,5/15/2016,8.5,Novotel London Paddington, United States of America , Nothing,2,1187, Computer availability to check into our airline and breakfast,10,1,"[' Leisure trip ', ' Couple ', ' Superior Room with Queen size bed and Sofa Bed ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",445 day,51.519032,-0.1825943,High_Reviewer_Score
372 Strand Westminster Borough London WC2R 0JJ United Kingdom,2288,1/10/2016,8.1,Strand Palace Hotel, United Kingdom ,No Negative,0,9568, Location,2,3,"[' Business trip ', ' Solo traveler ', ' Cosy Single Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",571 day,51.5110993,-0.1208673,Intermediate_Reviewer_Score
207 Boulevard Raspail 14th arr 75014 Paris France,37,11/24/2015,8.2,Mercure Paris Montparnasse Raspail, Switzerland , The bathroom is extremelly small The hotel maybe is not 4 stars because it does not have the size and facilities Only breakfast available Very bad TV channels ,30,369, It was very convenient The location was great Plenty of restaurants around The metro station is very close The attention from the staff was great ,27,11,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",618 day,48.8412131,2.3302954,Intermediate_Reviewer_Score
Rennweg 12a 03 Landstra e 1030 Vienna Austria,105,2/18/2016,8.4,NH Wien Belvedere, United Kingdom , No Refund of overpayment by one day because of my incorrect booking tax returned told this was because it was booked through booking com ,26,1191, Excellent hotel helpful staff excellent breakfast well positioned arrived by taxi late at night arranged by the hotel whilst 45e worth it particularly in view of the fact We had a foiled pick pocket attempt at the underground on our return to the airport be aware Transport on 71 tram very easy and takes you straight to the city centre,61,19,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room with View ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",532 day,48.1954348,16.383429,High_Reviewer_Score
Cardington Street Euston Camden London NW1 2LP United Kingdom,744,12/15/2015,8.3,Thistle Euston, United Kingdom ,No Negative,0,2474, Clean comfortable friendly helpful staff Excellent position for arriving by train as can leave bags on arrival and after check out No need to carry across London ,29,11,"[' Leisure trip ', ' Group ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",597 day,51.5291423,-0.1372782,High_Reviewer_Score
265 Rotherhithe Street Southwark London SE16 5HW United Kingdom,995,4/5/2017,8.1,DoubleTree by Hilton London Docklands Riverside, United Kingdom , The bed wasn t very comfy,7,3826, Everything especially the breakfast,5,2,"[' Leisure trip ', ' Group ', ' Queen Guest Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",120 day,51.5043483,-0.0334436,Intermediate_Reviewer_Score
2 Bridge Place Victoria Westminster Borough London SW1V 1QA United Kingdom,660,7/12/2016,8.4,DoubleTree by Hilton London Victoria, United Kingdom , Nothing,2,2902, The room was good triple glazed location perfect for us Loved the breakfast and the cookie on arrival was a nice touch,23,3,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ']",387 day,51.49398,-0.143372,High_Reviewer_Score
225 Edgware Road Westminster Borough London W2 1JU United Kingdom,1485,9/6/2015,7.5,Hilton London Metropole, Australia , My bathroom was not clean and cabinets were falling apart Thr location overall was a bit intimidating ,19,6977, The lobby was nice and staff were friendly Transport was convenient too ,14,1,"[' Leisure trip ', ' Solo traveler ', ' King Hilton Guest Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",697 day,51.5195688,-0.170521,Intermediate_Reviewer_Score
Westminster Bridge Road Lambeth London SE1 7UT United Kingdom,2623,3/1/2016,8.7,Park Plaza Westminster Bridge London, United Kingdom , Perhaps we are spoilied living in the country but capital city prices are a bit of an eye opener we thought that breakfast was somewhat overpriced which is why we decided to go elsewhere for it and it was considerably cheaper ,43,12158, The location was wonderful the outside staff a little over zealous The rooms very comfortable but the bar a little pricy The whole establishment was very clean and inviting and we will stay again,35,1,"[' Leisure trip ', ' Couple ', ' Superior Double Room with Internal View ', ' Stayed 2 nights ']",520 day,51.5009609,-0.1165913,High_Reviewer_Score
80 86 Belgrave Road Westminster Borough London SW1V 2BJ United Kingdom,391,3/17/2017,8.6,The Belgrave Hotel, United Kingdom ,No Negative,0,2685, The staff were very friendly Anybody booking a hotel room in central London should manage their expectations of the size of room they are going to get The room here was Bijou but was adequate for my purposes Room was saved by having rainfall shower rather than a bath and by having a queen bed rather than a full size double but since I was travelling alone this was fine The hotel is within walking distance of Pimlico tube and in a very nice area of London,88,30,"[' Business trip ', ' Solo traveler ', ' Compact Double Room ', ' Stayed 1 night ']",139 day,51.4901051,-0.1381355,High_Reviewer_Score
Bergara 11 Eixample 08002 Barcelona Spain,434,4/6/2016,8.6,Catalonia Plaza Catalunya, Saudi Arabia , I didn t feel much comfortable The location wasn t that great Too much crowded Very old building Too much expensive I didn t tried their breakfast actually or the spa ,33,4153, Clean Good facilities indeed ,6,10,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",484 day,41.3865289,2.1682919,Intermediate_Reviewer_Score
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,12/30/2016,7.7,The Park Grand London Paddington, United Kingdom , We went to the wrong ParkGrand Paddington moments before and they were very rude staff before they told us that we were not staying in this hotel ,29,4380, As soon as I stepped through the door a member of staff took my bags off my hands and gave me a ticket this was so that we could go grab something to eat whilst they hold our bags and wait for our room to be ready The room was amazing also ,54,1,"[' Leisure trip ', ' Couple ', ' Club Double Room ', ' Stayed 1 night ']",216 day,51.5142184,-0.1809032,High_Reviewer_Score
50 Lancaster Gate Westminster Borough London W2 3NA United Kingdom,417,12/17/2015,6.7,Commodore Hotel, United Kingdom , NO idea why this has a star rating It was awful Threaded carpets tiny poky rooms horrible stale breakfast charged extra at 9 50 I tried to be in as little as possible and out as fast as I could ,42,2400, Nothing really It was all such a disappointment ,10,1,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ']",595 day,51.5124496,-0.1795215,Low_Reviewer_Score
Singerstra e 3 01 Innere Stadt 1010 Vienna Austria,74,3/11/2016,8.6,Hotel Royal, United Kingdom , More breakfast type,4,840, Place is good for tourists staff are nice,9,6,"[' Leisure trip ', ' Travelers with friends ', ' Standard Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",510 day,48.2078727,16.3724042,High_Reviewer_Score
Richmond Way Hammersmith and Fulham London W14 0AX United Kingdom,509,10/5/2015,8.4,K West Hotel Spa, United Kingdom , The only drawback really was that the king bed was made up of two single mattresses so there was an uncomfortable groove in the middle of the bed which was a bit inconvenient Other than that was perfect ,40,1560, The staff were lovely they gave us a room upgrade as it was my boyfriends birthday The room itself was gorgeous fabulous bathroom and room with soft robes and slippers Actually would like to live in the room ,40,10,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",668 day,51.5013149,-0.2174459,High_Reviewer_Score
Annagasse 7 01 Innere Stadt 1010 Vienna Austria,142,10/11/2015,8.4,Hotel Mailberger Hof, United Kingdom ,No Negative,0,1781, Very central location breakfast included in price,8,10,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",662 day,48.204183,16.3726664,Intermediate_Reviewer_Score
K rntner Ring 9 01 Innere Stadt 1010 Vienna Austria,165,9/26/2015,9,Grand Hotel Wien, Australia ,No Negative,0,1375, Great hotel and good location Rooms were great,9,7,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 1 night ']",677 day,48.2021105,16.3720841,High_Reviewer_Score
One Eastern Gateway Royal Victoria Dock Newham London E16 1FR United Kingdom,694,6/28/2017,8.7,Aloft London Excel, United Kingdom , Na,2,2332, Really nice hotel Would highly recommend it Very good value for money ,14,1,"[' Business trip ', ' Group ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",36 days,51.5083719,0.0355768,High_Reviewer_Score
